case_id,fold,checkpoint_step,role,center,t2_present,modality_group,scar_volume_bin,care_scar_dice,care_pure_edema_dice,care_scar_hd95_mm,care_pure_edema_hd95_mm,nnunet_scar_dice,mosaic_scar_dice,nnunet_scar_hd95_mm,nnunet_pure_edema_dice,nnunet_pure_edema_hd95_mm,mosaic_pure_edema_dice,scar_sensitivity,pure_edema_sensitivity,scar_precision,pure_edema_precision,scar_empty_prediction,pure_edema_empty_prediction,scar_volume_ratio,pure_edema_volume_ratio,care_scar_pred_volume_mm3,care_pure_edema_pred_volume_mm3,scar_remote_fp_volume_mm3,scar_component_count,pure_edema_component_count,small_lesion_recall,outer_accessed
Case1057,3,8000,inner,CenterA,False,LGE-only,scar_large_ge5000mm3,0.0,,1000000.0,,0.7146034099332839,0.2147608489071903,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case1060,3,8000,inner,CenterA,False,LGE-only,scar_large_ge5000mm3,0.0,,1000000.0,,0.5952822687516565,0.0004053506282934,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case1077,3,8000,inner,CenterA,False,LGE-only,scar_large_ge5000mm3,0.0,,1000000.0,,0.4444444444444444,0.2036199095022624,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case2003,3,8000,inner,CenterB,True,C0+LGE+T2,scar_large_ge5000mm3,0.9155260070394994,0.8869936034115139,1.5625,1.5625,0.6523415977961432,0.7243107769423559,,0.6671652954375468,,0.0,0.8840634441087614,0.8786752281176073,0.9493106244931062,0.895470983296022,False,False,0.9312688821752266,0.9812436633997972,60205.078125,141772.4609375,0.0,1,1,,False
Case2010,3,8000,inner,CenterB,True,C0+LGE+T2,scar_large_ge5000mm3,0.9376174370537392,0.8945400149588631,1.40625,1.40625,0.7929475587703436,0.8061959654178674,,0.7213313161875946,,0.0,0.9588777863182167,0.9245516388373531,0.9172794117647058,0.8664155317299334,False,False,1.0453497309761721,1.067099567099567,53789.0625,68244.873046875,0.0,1,2,,False
Case2015,3,8000,inner,CenterB,True,C0+LGE+T2,scar_large_ge5000mm3,0.9442369927806821,0.8809278832662988,1.47265625,1.47265625,0.6894511994742031,0.7041036717062635,,0.659776767259198,,0.0,0.9444721115537849,0.917933723196881,0.9440019910403186,0.8467901456572559,False,False,1.0004980079681276,1.0840155945419103,87139.02618408203,120602.32070922852,0.0,1,1,,False
Case2016,3,8000,inner,CenterB,True,C0+LGE+T2,scar_large_ge5000mm3,0.918786313750807,0.8184033531533288,1.7708333730697632,3.5416667461395264,0.787569178373776,0.8390668248319494,,0.5546930134086098,,0.0,0.8966733870967742,0.7699926632428467,0.9420174741858618,0.8733097566049511,False,False,0.9518649193548387,0.8816947909024211,118441.08604465927,150740.3496469889,0.0,1,2,,False
Case2017,3,8000,inner,CenterB,True,C0+LGE+T2,scar_large_ge5000mm3,0.9305349182763745,0.9132185045865505,1.7708333730697632,1.7708333730697632,0.5470588235294118,0.6924019607843137,,0.6796246648793566,,0.3809687984830202,0.9175824175824175,0.9342425060761544,0.9438583270535041,0.8931199173873757,False,False,0.9721611721611721,1.0460437483121794,83225.48116561443,242934.3642012114,0.0,1,1,,False
Case2027,3,8000,inner,CenterB,True,C0+LGE+T2,scar_large_ge5000mm3,0.8981889378365149,0.858744138167677,1.359375,1.922446561350926,0.590703414232826,0.622841563162678,,0.5928338762214984,,0.0,0.876313276026743,0.9019702066314272,0.9211847389558233,0.8194717310630867,False,False,0.9512893982808023,1.100672753483902,36810.17578125,84652.31689453125,0.0,1,3,,False
Case3005,3,8000,inner,CenterC,True,C0+LGE+T2,scar_large_ge5000mm3,0.8635214827295703,0.9410171161187046,0.7290666699409485,0.7290666699409485,0.2046470062555853,0.3652904128761371,,0.0,,0.0,0.8102766798418972,0.9043786982248521,0.9242560865644724,0.9807494866529775,False,False,0.8766798418972332,0.9221301775147929,13557.945102543521,47630.07585167679,0.0,2,1,,False
Case3014,3,8000,inner,CenterC,True,C0+LGE+T2,scar_large_ge5000mm3,0.9253625751680227,0.8245172124265323,0.7290666699409485,1.0310559725046782,0.6675094816687737,0.8205348205348205,,0.4348687469044081,,0.0,0.8919195363109444,0.8614035087719298,0.9614112458654906,0.7906602254428341,False,False,0.9277190589839754,1.0894736842105264,20248.415162666442,18484.771504617212,0.0,1,3,,False
Case3024,3,8000,inner,CenterC,True,C0+LGE+T2,scar_large_ge5000mm3,0.9349112426035503,0.8841564718320495,0.75,0.75,0.8459077579312183,0.784688995215311,,0.457958423828731,,0.0,0.9546827794561934,0.8555977784273604,0.9159420289855073,0.9146875,False,False,1.042296072507553,0.935399006138556,18630.002961158752,21600.00343322754,0.0,1,1,,False
Case3038,3,8000,inner,CenterC,True,C0+LGE+T2,scar_large_ge5000mm3,0.9545558346654487,0.8673718470301057,0.7421875,0.7421875,0.75830144426614,0.4462874579453877,,0.167787610619469,,0.0264569181265641,0.9479891140006048,0.8063540090771558,0.9612141652613828,0.9383802816901409,False,False,0.9862413063199275,0.859304084720121,50304.00545828161,8760.593316052109,0.0,1,5,,False
Case3039,3,8000,inner,CenterC,True,C0+LGE+T2,scar_large_ge5000mm3,0.92925877763329,0.8745980707395499,0.7290666699409485,0.7290666699409485,0.8232253618194348,0.8084573218480814,,0.1792409693644261,,0.0,0.895937813440321,0.8761149653121902,0.9651539708265803,0.8730864197530864,False,False,0.928284854563691,1.0034687809712586,45258.348608948814,24756.390041361792,0.0,1,1,,False
Case3043,3,8000,inner,CenterC,True,C0+LGE+T2,scar_large_ge5000mm3,0.9261083743842364,0.7987446057277363,0.7290666699409485,1.0310559725046782,0.4382586856425282,0.5012831479897348,,0.0,,0.0,0.899268429938098,0.7069444444444445,0.954599761051374,0.9179440937781785,False,False,0.9420371412492966,0.7701388888888889,40930.56486838483,13557.943978207519,0.0,1,3,,False
Case3044,3,8000,inner,CenterC,True,C0+LGE+T2,scar_large_ge5000mm3,0.9449789944436916,0.684964200477327,0.7290666699409485,2.916266679763794,0.7844537386514332,0.7438051238975221,,0.1661252900232018,,0.1053003533568904,0.917379292198395,0.8343023255813954,0.9742909040100601,0.5809716599190283,False,False,0.9415866333377187,1.436046511627907,87497.04341368508,6039.3376339751885,0.0,1,8,,False
Case5005,3,8000,inner,CenterE,False,C0+LGE,scar_large_ge5000mm3,0.0,,1000000.0,,0.5725747629467542,0.0512079831932773,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case6003,3,8000,inner,CenterF,False,C0+LGE,scar_large_ge5000mm3,0.0,,1000000.0,,0.4479495268138801,0.1121579183490354,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case7005,3,8000,inner,CenterG,False,C0+LGE,scar_zero,1.0,,0.0,,0.0,0.0,,,,,,,,,True,,,,0.0,,0.0,0,,,False
Case7009,3,8000,inner,CenterG,False,C0+LGE,scar_large_ge5000mm3,0.0,,1000000.0,,0.621955077507118,0.6392579593883179,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case8001,3,8000,inner,CenterH,False,LGE-only,scar_large_ge5000mm3,0.0,,1000000.0,,0.521694742215416,0.3278688524590163,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case8012,3,8000,inner,CenterH,False,LGE-only,scar_large_ge5000mm3,0.0,,1000000.0,,0.613834173156207,0.6580214894405335,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case8024,3,8000,inner,CenterH,False,LGE-only,scar_large_ge5000mm3,0.0,,1000000.0,,0.6666666666666666,0.7058823529411765,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case8026,3,8000,inner,CenterH,False,LGE-only,scar_large_ge5000mm3,0.0,,1000000.0,,0.565600882028666,0.5228758169934641,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
Case8033,3,8000,inner,CenterH,False,LGE-only,scar_large_ge5000mm3,0.0,,1000000.0,,0.7420875420875421,0.6906558328496808,,,,,0.0,,,,True,,0.0,,0.0,,0.0,0,,,False
